ExpressionParser, CLASS/INTERFACE, 9350, 1, 10.3 Expression Evaluation using Spring’s Expression Interface, org.springframework.expression.spel.standard.SpelExpressionParser, @null
parser.parseExpression(), METHOD, 9731, 1, 10.5.1 Literal expressions, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
parser.parseExpression(), METHOD, 9731, 1, 10.5.1 Literal expressions, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
parser.parseExpression(), METHOD, 9731, 1, 10.5.1 Literal expressions, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
parser.parseExpression(), METHOD, 9731, 1, 10.5.1 Literal expressions, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
Object, CLASS/INTERFACE, 9731, 1, 10.5.1 Literal expressions, org.springframework.context.expression.MethodBasedEvaluationContext.rootObject, @null
nullValue, UNIDENTIFIED-TYPE, 9731, 1, 10.5.1 Literal expressions, org.springframework.context.support.PropertySourcesPlaceholderConfigurer.nullValue, @null
parser.parseExpression(), METHOD, 9731, 1, 10.5.1 Literal expressions, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
Inventor, CLASS/INTERFACE, 9984, 1, 10.5.10 Constructors, org.springframework.expression.spel.testresources.Inventor, @null
p.parseExpression(), METHOD, 9984, 1, 10.5.10 Constructors, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
org.spring.samples.spel.inventor.Inventor(), PACKAGE, 9984, 1, 10.5.10 Constructors, org.springframework.expression.spel.testresources.Inventor(), @null
getValue(), METHOD, 9984, 1, 10.5.10 Constructors, org.springframework.expression.spel.ast.Elvis.getValue(), @null
instance, UNIDENTIFIED-TYPE, 9984, 1, 10.5.10 Constructors, org.springframework.context.event.AnnotationDrivenEventListenerTests.CustomScope.instance, @null
method, UNIDENTIFIED-TYPE, 9984, 1, 10.5.10 Constructors, org.springframework.context.expression.MethodBasedEvaluationContext.method, @null
p.parseExpression(), METHOD, 9984, 1, 10.5.10 Constructors, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
org.spring.samples.spel.inventor.Inventor(), PACKAGE, 9984, 1, 10.5.10 Constructors, org.springframework.expression.spel.testresources.Inventor(), @null
Inventor, CLASS/INTERFACE, 9997, 1, 10.5.11 Variables, org.springframework.expression.spel.testresources.Inventor, @null
tesla, UNIDENTIFIED-TYPE, 9997, 1, 10.5.11 Variables, org.springframework.expression.spel.SpelDocumentationTests.tesla, @null
Inventor(), METHOD, 9997, 1, 10.5.11 Variables, org.springframework.expression.spel.testresources.Inventor(), @null
StandardEvaluationContext, CLASS/INTERFACE, 9997, 1, 10.5.11 Variables, org.springframework.expression.spel.support.StandardEvaluationContext, @null
context, UNIDENTIFIED-TYPE, 9997, 1, 10.5.11 Variables, org.springframework.test.context.hierarchies.standard.SingleTestClassWithTwoLevelContextHierarchyTests.context, @null
StandardEvaluationContext(), METHOD, 9997, 1, 10.5.11 Variables, org.springframework.expression.spel.support.StandardComponentsTests.testStandardEvaluationContext(), @null
context.setVariable(), METHOD, 9997, 1, 10.5.11 Variables, org.springframework.context.expression.MethodBasedEvaluationContext.setVariable(), @null
parser.parseExpression(), METHOD, 9997, 1, 10.5.11 Variables, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
System.out.println(), UNIDENTIFIED-TYPE, 9997, 1, 10.5.11 Variables, org.springframework.mock.web.test.MockBodyContent.println(), @null
array, UNIDENTIFIED-TYPE, 10010, 1, 10.5.11 Variables, org.springframework.expression.spel.ast.Indexer.ArrayIndexingValueRef.array, @null
integers, UNIDENTIFIED-TYPE, 10010, 1, 10.5.11 Variables, org.springframework.expression.spel.SelectionAndProjectionTests.ArrayTestBean.integers, @null
primes.addAll(), METHOD, 10010, 1, 10.5.11 Variables, org.springframework.expression.spel.SpelReproTests.Item.addAll(), @null
parser, UNIDENTIFIED-TYPE, 10010, 1, 10.5.11 Variables, org.springframework.context.expression.CachedExpressionEvaluatorTests.TestExpressionEvaluator.parser, @null
array, UNIDENTIFIED-TYPE, 10010, 1, 10.5.11 Variables, org.springframework.expression.spel.ast.Indexer.ArrayIndexingValueRef.array, @null
integers, UNIDENTIFIED-TYPE, 10010, 1, 10.5.11 Variables, org.springframework.expression.spel.SelectionAndProjectionTests.ArrayTestBean.integers, @null
ExpressionParser, CLASS/INTERFACE, 10010, 1, 10.5.11 Variables, org.springframework.expression.spel.standard.SpelExpressionParser, @null
parser, UNIDENTIFIED-TYPE, 10010, 1, 10.5.11 Variables, org.springframework.context.expression.CachedExpressionEvaluatorTests.TestExpressionEvaluator.parser, @null
SpelExpressionParser(), METHOD, 10010, 1, 10.5.11 Variables, org.springframework.context.expression.CachedExpressionEvaluatorTests.TestExpressionEvaluator.mockSpelExpressionParser(), @null
StandardEvaluationContext, CLASS/INTERFACE, 10010, 1, 10.5.11 Variables, org.springframework.expression.spel.support.StandardEvaluationContext, @null
context, UNIDENTIFIED-TYPE, 10010, 1, 10.5.11 Variables, org.springframework.test.context.hierarchies.standard.SingleTestClassWithTwoLevelContextHierarchyTests.context, @null
StandardEvaluationContext(), METHOD, 10010, 1, 10.5.11 Variables, org.springframework.expression.spel.support.StandardComponentsTests.testStandardEvaluationContext(), @null
context.setVariable(), METHOD, 10010, 1, 10.5.11 Variables, org.springframework.context.expression.MethodBasedEvaluationContext.setVariable(), @null
parser.parseExpression(), METHOD, 10010, 1, 10.5.11 Variables, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
registerFunction(), METHOD, 10030, 1, 10.5.12 Functions, org.springframework.context.expression.MethodBasedEvaluationContext.registerFunction(), @null
Method, CLASS/INTERFACE, 10030, 1, 10.5.12 Functions, org.springframework.test.context.support.DefaultTestContext.testMethod, @null
StringUtils, CLASS/INTERFACE, 10033, 1, 10.5.12 Functions, org.springframework.expression.spel.SpelDocumentationTests.StringUtils, @null
String, CLASS/INTERFACE, 10033, 1, 10.5.12 Functions, org.springframework.test.context.junit4.PropertiesBasedSpringJUnit4ClassRunnerAppCtxTests.testString, @null
reverseString(), METHOD, 10033, 1, 10.5.12 Functions, org.springframework.expression.spel.SpelDocumentationTests.StringUtils.reverseString(), @null
StringBuilder(), METHOD, 10033, 1, 10.5.12 Functions, org.springframework.util.DigestUtilsTests.md5StringBuilder(), @null
input.length(), UNIDENTIFIED-TYPE, 10033, 1, 10.5.12 Functions, org.springframework.jdbc.support.lob.PassThroughClob.length(), @null
backwards.append(), UNIDENTIFIED-TYPE, 10033, 1, 10.5.12 Functions, org.springframework.expression.spel.SpelCompilationCoverageTests.SomeCompareMethod2.append(), @null
backwards.toString(), METHOD, 10033, 1, 10.5.12 Functions, org.springframework.context.expression.AnnotatedElementKey.toString(), @null
ExpressionParser, CLASS/INTERFACE, 10045, 1, 10.5.12 Functions, org.springframework.expression.spel.standard.SpelExpressionParser, @null
parser, UNIDENTIFIED-TYPE, 10045, 1, 10.5.12 Functions, org.springframework.context.expression.CachedExpressionEvaluatorTests.TestExpressionEvaluator.parser, @null
SpelExpressionParser(), METHOD, 10045, 1, 10.5.12 Functions, org.springframework.context.expression.CachedExpressionEvaluatorTests.TestExpressionEvaluator.mockSpelExpressionParser(), @null
StandardEvaluationContext, CLASS/INTERFACE, 10045, 1, 10.5.12 Functions, org.springframework.expression.spel.support.StandardEvaluationContext, @null
context, UNIDENTIFIED-TYPE, 10045, 1, 10.5.12 Functions, org.springframework.test.context.hierarchies.standard.SingleTestClassWithTwoLevelContextHierarchyTests.context, @null
StandardEvaluationContext(), METHOD, 10045, 1, 10.5.12 Functions, org.springframework.expression.spel.support.StandardComponentsTests.testStandardEvaluationContext(), @null
context.registerFunction(), METHOD, 10045, 1, 10.5.12 Functions, org.springframework.context.expression.MethodBasedEvaluationContext.registerFunction(), @null
String.class(), METHOD, 10045, 1, 10.5.12 Functions, org.springframework.test.context.support.BootstrapTestUtilsMergedConfigTests.buildMergedConfigWithAtWebAppConfigurationWithAnnotationAndClassesOnSuperclass(), @null
String, CLASS/INTERFACE, 10045, 1, 10.5.12 Functions, org.springframework.test.context.junit4.PropertiesBasedSpringJUnit4ClassRunnerAppCtxTests.testString, @null
parser.parseExpression(), METHOD, 10045, 1, 10.5.12 Functions, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
ExpressionParser, CLASS/INTERFACE, 10058, 1, 10.5.13 Bean references, org.springframework.expression.spel.standard.SpelExpressionParser, @null
parser, UNIDENTIFIED-TYPE, 10058, 1, 10.5.13 Bean references, org.springframework.context.expression.CachedExpressionEvaluatorTests.TestExpressionEvaluator.parser, @null
SpelExpressionParser(), METHOD, 10058, 1, 10.5.13 Bean references, org.springframework.context.expression.CachedExpressionEvaluatorTests.TestExpressionEvaluator.mockSpelExpressionParser(), @null
StandardEvaluationContext, CLASS/INTERFACE, 10058, 1, 10.5.13 Bean references, org.springframework.expression.spel.support.StandardEvaluationContext, @null
context, UNIDENTIFIED-TYPE, 10058, 1, 10.5.13 Bean references, org.springframework.test.context.hierarchies.standard.SingleTestClassWithTwoLevelContextHierarchyTests.context, @null
StandardEvaluationContext(), METHOD, 10058, 1, 10.5.13 Bean references, org.springframework.expression.spel.support.StandardComponentsTests.testStandardEvaluationContext(), @null
context.setBeanResolver(), METHOD, 10058, 1, 10.5.13 Bean references, org.springframework.context.expression.MethodBasedEvaluationContext.setBeanResolver(), @null
MyBeanResolver(), METHOD, 10058, 1, 10.5.13 Bean references, org.springframework.expression.spel.SpelReproTests.MyBeanResolver(), @null
resolve(), METHOD, 10058, 1, 10.5.13 Bean references, org.springframework.context.expression.BeanFactoryResolver.resolve(), @null
MyBeanResolver, CLASS/INTERFACE, 10058, 1, 10.5.13 Bean references, org.springframework.expression.spel.SpelReproTests.MyBeanResolver, @null
Object, CLASS/INTERFACE, 10058, 1, 10.5.13 Bean references, org.springframework.context.expression.MethodBasedEvaluationContext.rootObject, @null
parser.parseExpression(), METHOD, 10058, 1, 10.5.13 Bean references, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
ExpressionParser, CLASS/INTERFACE, 10065, 1, 10.5.13 Bean references, org.springframework.expression.spel.standard.SpelExpressionParser, @null
parser, UNIDENTIFIED-TYPE, 10065, 1, 10.5.13 Bean references, org.springframework.context.expression.CachedExpressionEvaluatorTests.TestExpressionEvaluator.parser, @null
SpelExpressionParser(), METHOD, 10065, 1, 10.5.13 Bean references, org.springframework.context.expression.CachedExpressionEvaluatorTests.TestExpressionEvaluator.mockSpelExpressionParser(), @null
StandardEvaluationContext, CLASS/INTERFACE, 10065, 1, 10.5.13 Bean references, org.springframework.expression.spel.support.StandardEvaluationContext, @null
context, UNIDENTIFIED-TYPE, 10065, 1, 10.5.13 Bean references, org.springframework.test.context.hierarchies.standard.SingleTestClassWithTwoLevelContextHierarchyTests.context, @null
StandardEvaluationContext(), METHOD, 10065, 1, 10.5.13 Bean references, org.springframework.expression.spel.support.StandardComponentsTests.testStandardEvaluationContext(), @null
context.setBeanResolver(), METHOD, 10065, 1, 10.5.13 Bean references, org.springframework.context.expression.MethodBasedEvaluationContext.setBeanResolver(), @null
MyBeanResolver(), METHOD, 10065, 1, 10.5.13 Bean references, org.springframework.expression.spel.SpelReproTests.MyBeanResolver(), @null
resolve(), METHOD, 10065, 1, 10.5.13 Bean references, org.springframework.context.expression.BeanFactoryResolver.resolve(), @null
MyBeanResolver, CLASS/INTERFACE, 10065, 1, 10.5.13 Bean references, org.springframework.expression.spel.SpelReproTests.MyBeanResolver, @null
Object, CLASS/INTERFACE, 10065, 1, 10.5.13 Bean references, org.springframework.context.expression.MethodBasedEvaluationContext.rootObject, @null
parser.parseExpression(), METHOD, 10065, 1, 10.5.13 Bean references, org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
String, CLASS/INTERFACE, 10076, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.test.context.junit4.PropertiesBasedSpringJUnit4ClassRunnerAppCtxTests.testString, @null
falseString, UNIDENTIFIED-TYPE, 10076, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.beans.propertyeditors.CustomBooleanEditor.falseString, @null
parser.parseExpression(), METHOD, 10076, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
parser.parseExpression(), METHOD, 10080, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
societyContext.setVariable(), METHOD, 10080, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.context.expression.MethodBasedEvaluationContext.setVariable(), @null
expression, UNIDENTIFIED-TYPE, 10080, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.context.expression.CachedExpressionEvaluator.ExpressionKey.expression, @null
member, UNIDENTIFIED-TYPE, 10080, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.context.annotation.CommonAnnotationBeanPostProcessor.LookupElement.member, @null
member, UNIDENTIFIED-TYPE, 10080, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.context.annotation.CommonAnnotationBeanPostProcessor.LookupElement.member, @null
String, CLASS/INTERFACE, 10080, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.test.context.junit4.PropertiesBasedSpringJUnit4ClassRunnerAppCtxTests.testString, @null
parser.parseExpression(), METHOD, 10080, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.expression.spel.standard.SpelExpressionParser.parseExpression(), @null
getValue(), METHOD, 10080, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.expression.spel.ast.Elvis.getValue(), @null
member, UNIDENTIFIED-TYPE, 10080, 1, 10.5.14 Ternary Operator (If-Then-Else), org.springframework.context.annotation.CommonAnnotationBeanPostProcessor.LookupElement.member, @null
String, CLASS/INTERFACE, 10098, 1, 10.5.15 The Elvis Operator, org.springframework.test.context.junit4.PropertiesBasedSpringJUnit4ClassRunnerAppCtxTests.testString, @null
